"","Neu","Oligo","Astro","OPC","Micro"
"1",1,0,0,0,0
"2",1,0,0,0,0
"3",1,0,0,0,0
"4",1,0,0,0,0
"5",1,0,0,0,0
"6",1,0,0,0,0
"7",1,0,0,0,0
"8",1,0,0,0,0
"9",1,0,0,0,0
"10",1,0,0,0,0
"11",1,0,0,0,0
"12",1,0,0,0,0
"13",1,0,0,0,0
"14",1,0,0,0,0
"15",1,0,0,0,0
"16",1,0,0,0,0
"17",1,0,0,0,0
"18",1,0,0,0,0
"19",1,0,0,0,0
"20",1,0,0,0,0
"21",1,0,0,0,0
"22",1,0,0,0,0
"23",1,0,0,0,0
"24",1,0,0,0,0
"25",1,0,0,0,0
"26",1,0,0,0,0
"27",1,0,0,0,0
"28",1,0,0,0,0
"29",1,0,0,0,0
"30",1,0,0,0,0
"31",1,0,0,0,0
"32",1,0,0,0,0
"33",1,0,0,0,0
"34",1,0,0,0,0
"35",1,0,0,0,0
"36",1,0,0,0,0
"37",1,0,0,0,0
"38",1,0,0,0,0
"39",1,0,0,0,0
"40",1,0,0,0,0
"41",1,0,0,0,0
"42",1,0,0,0,0
"43",1,0,0,0,0
"44",1,0,0,0,0
"45",1,0,0,0,0
"46",1,0,0,0,0
"47",1,0,0,0,0
"48",1,0,0,0,0
"49",1,0,0,0,0
"50",1,0,0,0,0
"51",1,0,0,0,0
"52",1,0,0,0,0
"53",1,0,0,0,0
"54",1,0,0,0,0
"55",1,0,0,0,0
"56",1,0,0,0,0
"57",1,0,0,0,0
"58",1,0,0,0,0
"59",1,0,0,0,0
"60",1,0,0,0,0
"61",1,0,0,0,0
"62",1,0,0,0,0
"63",1,0,0,0,0
"64",1,0,0,0,0
"65",1,0,0,0,0
"66",1,0,0,0,0
"67",1,0,0,0,0
"68",1,0,0,0,0
"69",1,0,0,0,0
"70",1,0,0,0,0
"71",1,0,0,0,0
"72",1,0,0,0,0
"73",1,0,0,0,0
"74",1,0,0,0,0
"75",1,0,0,0,0
"76",1,0,0,0,0
"77",1,0,0,0,0
"78",1,0,0,0,0
"79",1,0,0,0,0
"80",1,0,0,0,0
"81",1,0,0,0,0
"82",1,0,0,0,0
"83",1,0,0,0,0
"84",1,0,0,0,0
"85",1,0,0,0,0
"86",1,0,0,0,0
"87",1,0,0,0,0
"88",1,0,0,0,0
"89",1,0,0,0,0
"90",1,0,0,0,0
"91",1,0,0,0,0
"92",1,0,0,0,0
"93",1,0,0,0,0
"94",1,0,0,0,0
"95",1,0,0,0,0
"96",1,0,0,0,0
"97",1,0,0,0,0
"98",1,0,0,0,0
"99",1,0,0,0,0
"100",1,0,0,0,0
"101",1,0,0,0,0
"102",1,0,0,0,0
"103",1,0,0,0,0
"104",1,0,0,0,0
"105",1,0,0,0,0
"106",1,0,0,0,0
"107",1,0,0,0,0
"108",1,0,0,0,0
"109",1,0,0,0,0
"110",1,0,0,0,0
"111",1,0,0,0,0
"112",1,0,0,0,0
"113",1,0,0,0,0
"114",1,0,0,0,0
"115",1,0,0,0,0
"116",1,0,0,0,0
"117",1,0,0,0,0
"118",1,0,0,0,0
"119",1,0,0,0,0
"120",1,0,0,0,0
"121",1,0,0,0,0
"122",1,0,0,0,0
"123",1,0,0,0,0
"124",1,0,0,0,0
"125",1,0,0,0,0
"126",1,0,0,0,0
"127",1,0,0,0,0
"128",1,0,0,0,0
"129",1,0,0,0,0
"130",1,0,0,0,0
"131",1,0,0,0,0
"132",1,0,0,0,0
"133",1,0,0,0,0
"134",1,0,0,0,0
"135",1,0,0,0,0
"136",1,0,0,0,0
"137",1,0,0,0,0
"138",1,0,0,0,0
"139",1,0,0,0,0
"140",1,0,0,0,0
"141",1,0,0,0,0
"142",1,0,0,0,0
"143",1,0,0,0,0
"144",1,0,0,0,0
"145",1,0,0,0,0
"146",1,0,0,0,0
"147",1,0,0,0,0
"148",1,0,0,0,0
"149",1,0,0,0,0
"150",1,0,0,0,0
"151",1,0,0,0,0
"152",1,0,0,0,0
"153",1,0,0,0,0
"154",1,0,0,0,0
"155",1,0,0,0,0
"156",1,0,0,0,0
"157",1,0,0,0,0
"158",1,0,0,0,0
"159",1,0,0,0,0
"160",1,0,0,0,0
"161",1,0,0,0,0
"162",1,0,0,0,0
"163",1,0,0,0,0
"164",1,0,0,0,0
"165",1,0,0,0,0
"166",1,0,0,0,0
"167",1,0,0,0,0
"168",1,0,0,0,0
"169",1,0,0,0,0
"170",1,0,0,0,0
"171",1,0,0,0,0
"172",1,0,0,0,0
"173",1,0,0,0,0
"174",1,0,0,0,0
"175",1,0,0,0,0
"176",1,0,0,0,0
"177",1,0,0,0,0
"178",1,0,0,0,0
"179",1,0,0,0,0
"180",1,0,0,0,0
"181",1,0,0,0,0
"182",1,0,0,0,0
"183",1,0,0,0,0
"184",1,0,0,0,0
"185",1,0,0,0,0
"186",1,0,0,0,0
"187",1,0,0,0,0
"188",1,0,0,0,0
"189",1,0,0,0,0
"190",1,0,0,0,0
"191",1,0,0,0,0
"192",1,0,0,0,0
"193",1,0,0,0,0
"194",1,0,0,0,0
"195",1,0,0,0,0
"196",1,0,0,0,0
"197",1,0,0,0,0
"198",1,0,0,0,0
"199",1,0,0,0,0
"200",1,0,0,0,0
"201",1,0,0,0,0
"202",1,0,0,0,0
"203",1,0,0,0,0
"204",1,0,0,0,0
"205",1,0,0,0,0
"206",1,0,0,0,0
"207",1,0,0,0,0
"208",1,0,0,0,0
"209",1,0,0,0,0
"210",1,0,0,0,0
"211",1,0,0,0,0
"212",1,0,0,0,0
"213",1,0,0,0,0
"214",1,0,0,0,0
"215",1,0,0,0,0
"216",1,0,0,0,0
"217",1,0,0,0,0
"218",1,0,0,0,0
"219",1,0,0,0,0
"220",1,0,0,0,0
"221",1,0,0,0,0
"222",1,0,0,0,0
"223",1,0,0,0,0
"224",1,0,0,0,0
"225",1,0,0,0,0
"226",1,0,0,0,0
"227",1,0,0,0,0
"228",1,0,0,0,0
"229",1,0,0,0,0
"230",1,0,0,0,0
"231",1,0,0,0,0
"232",1,0,0,0,0
"233",1,0,0,0,0
"234",1,0,0,0,0
"235",1,0,0,0,0
"236",1,0,0,0,0
"237",1,0,0,0,0
"238",1,0,0,0,0
"239",1,0,0,0,0
"240",1,0,0,0,0
"241",1,0,0,0,0
"242",1,0,0,0,0
"243",1,0,0,0,0
"244",1,0,0,0,0
"245",1,0,0,0,0
"246",1,0,0,0,0
"247",1,0,0,0,0
"248",1,0,0,0,0
"249",1,0,0,0,0
"250",1,0,0,0,0
"251",1,0,0,0,0
"252",1,0,0,0,0
"253",1,0,0,0,0
"254",1,0,0,0,0
"255",1,0,0,0,0
"256",1,0,0,0,0
"257",1,0,0,0,0
"258",1,0,0,0,0
"259",1,0,0,0,0
"260",1,0,0,0,0
"261",1,0,0,0,0
"262",1,0,0,0,0
"263",1,0,0,0,0
"264",1,0,0,0,0
"265",1,0,0,0,0
"266",1,0,0,0,0
"267",1,0,0,0,0
"268",1,0,0,0,0
"269",1,0,0,0,0
"270",1,0,0,0,0
"271",1,0,0,0,0
"272",1,0,0,0,0
"273",1,0,0,0,0
"274",1,0,0,0,0
"275",1,0,0,0,0
"276",1,0,0,0,0
"277",1,0,0,0,0
"278",1,0,0,0,0
"279",1,0,0,0,0
"280",1,0,0,0,0
"281",1,0,0,0,0
"282",1,0,0,0,0
"283",1,0,0,0,0
"284",1,0,0,0,0
"285",1,0,0,0,0
"286",1,0,0,0,0
"287",1,0,0,0,0
"288",1,0,0,0,0
"289",1,0,0,0,0
"290",1,0,0,0,0
"291",1,0,0,0,0
"292",1,0,0,0,0
"293",1,0,0,0,0
"294",1,0,0,0,0
"295",1,0,0,0,0
"296",1,0,0,0,0
"297",1,0,0,0,0
"298",1,0,0,0,0
"299",1,0,0,0,0
"300",1,0,0,0,0
"301",1,0,0,0,0
"302",1,0,0,0,0
"303",1,0,0,0,0
"304",1,0,0,0,0
"305",1,0,0,0,0
"306",1,0,0,0,0
"307",1,0,0,0,0
"308",1,0,0,0,0
"309",1,0,0,0,0
"310",1,0,0,0,0
"311",1,0,0,0,0
"312",1,0,0,0,0
"313",1,0,0,0,0
"314",1,0,0,0,0
"315",1,0,0,0,0
"316",1,0,0,0,0
"317",1,0,0,0,0
"318",1,0,0,0,0
"319",1,0,0,0,0
"320",1,0,0,0,0
"321",1,0,0,0,0
"322",1,0,0,0,0
"323",1,0,0,0,0
"324",1,0,0,0,0
"325",1,0,0,0,0
"326",1,0,0,0,0
"327",1,0,0,0,0
"328",1,0,0,0,0
"329",1,0,0,0,0
"330",1,0,0,0,0
"331",1,0,0,0,0
"332",1,0,0,0,0
"333",1,0,0,0,0
"334",1,0,0,0,0
"335",1,0,0,0,0
"336",1,0,0,0,0
"337",1,0,0,0,0
"338",1,0,0,0,0
"339",1,0,0,0,0
"340",1,0,0,0,0
"341",1,0,0,0,0
"342",1,0,0,0,0
"343",1,0,0,0,0
"344",1,0,0,0,0
"345",1,0,0,0,0
"346",1,0,0,0,0
"347",1,0,0,0,0
"348",1,0,0,0,0
"349",1,0,0,0,0
"350",1,0,0,0,0
"351",1,0,0,0,0
"352",1,0,0,0,0
"353",1,0,0,0,0
"354",1,0,0,0,0
"355",1,0,0,0,0
"356",1,0,0,0,0
"357",1,0,0,0,0
"358",1,0,0,0,0
"359",1,0,0,0,0
"360",1,0,0,0,0
"361",1,0,0,0,0
"362",1,0,0,0,0
"363",1,0,0,0,0
"364",1,0,0,0,0
"365",1,0,0,0,0
"366",1,0,0,0,0
"367",1,0,0,0,0
"368",1,0,0,0,0
"369",1,0,0,0,0
"370",1,0,0,0,0
"371",1,0,0,0,0
"372",1,0,0,0,0
"373",1,0,0,0,0
"374",1,0,0,0,0
"375",1,0,0,0,0
"376",1,0,0,0,0
"377",1,0,0,0,0
"378",1,0,0,0,0
"379",1,0,0,0,0
"380",1,0,0,0,0
"381",1,0,0,0,0
"382",1,0,0,0,0
"383",1,0,0,0,0
"384",1,0,0,0,0
"385",1,0,0,0,0
"386",1,0,0,0,0
"387",1,0,0,0,0
"388",1,0,0,0,0
"389",1,0,0,0,0
"390",1,0,0,0,0
"391",1,0,0,0,0
"392",1,0,0,0,0
"393",1,0,0,0,0
"394",1,0,0,0,0
"395",1,0,0,0,0
"396",1,0,0,0,0
"397",1,0,0,0,0
"398",1,0,0,0,0
"399",1,0,0,0,0
"400",1,0,0,0,0
"401",1,0,0,0,0
"402",1,0,0,0,0
"403",1,0,0,0,0
"404",1,0,0,0,0
"405",1,0,0,0,0
"406",1,0,0,0,0
"407",1,0,0,0,0
"408",1,0,0,0,0
"409",1,0,0,0,0
"410",1,0,0,0,0
"411",1,0,0,0,0
"412",1,0,0,0,0
"413",1,0,0,0,0
"414",1,0,0,0,0
"415",1,0,0,0,0
"416",1,0,0,0,0
"417",1,0,0,0,0
"418",1,0,0,0,0
"419",1,0,0,0,0
"420",1,0,0,0,0
"421",1,0,0,0,0
"422",1,0,0,0,0
"423",1,0,0,0,0
"424",1,0,0,0,0
"425",1,0,0,0,0
"426",1,0,0,0,0
"427",1,0,0,0,0
"428",1,0,0,0,0
"429",1,0,0,0,0
"430",1,0,0,0,0
"431",1,0,0,0,0
"432",1,0,0,0,0
"433",1,0,0,0,0
"434",1,0,0,0,0
"435",1,0,0,0,0
"436",1,0,0,0,0
"437",1,0,0,0,0
"438",1,0,0,0,0
"439",1,0,0,0,0
"440",1,0,0,0,0
"441",1,0,0,0,0
"442",1,0,0,0,0
"443",1,0,0,0,0
"444",1,0,0,0,0
"445",1,0,0,0,0
"446",1,0,0,0,0
"447",1,0,0,0,0
"448",1,0,0,0,0
"449",1,0,0,0,0
"450",1,0,0,0,0
"451",1,0,0,0,0
"452",1,0,0,0,0
"453",1,0,0,0,0
"454",1,0,0,0,0
"455",1,0,0,0,0
"456",1,0,0,0,0
"457",1,0,0,0,0
"458",1,0,0,0,0
"459",1,0,0,0,0
"460",1,0,0,0,0
"461",1,0,0,0,0
"462",1,0,0,0,0
"463",1,0,0,0,0
"464",1,0,0,0,0
"465",1,0,0,0,0
"466",1,0,0,0,0
"467",1,0,0,0,0
"468",1,0,0,0,0
"469",1,0,0,0,0
"470",1,0,0,0,0
"471",1,0,0,0,0
"472",1,0,0,0,0
"473",1,0,0,0,0
"474",1,0,0,0,0
"475",1,0,0,0,0
"476",1,0,0,0,0
"477",1,0,0,0,0
"478",1,0,0,0,0
"479",1,0,0,0,0
"480",1,0,0,0,0
"481",1,0,0,0,0
"482",1,0,0,0,0
"483",1,0,0,0,0
"484",1,0,0,0,0
"485",1,0,0,0,0
"486",1,0,0,0,0
"487",1,0,0,0,0
"488",1,0,0,0,0
"489",1,0,0,0,0
"490",1,0,0,0,0
"491",1,0,0,0,0
"492",1,0,0,0,0
"493",1,0,0,0,0
"494",1,0,0,0,0
"495",1,0,0,0,0
"496",1,0,0,0,0
"497",1,0,0,0,0
"498",1,0,0,0,0
"499",1,0,0,0,0
"500",1,0,0,0,0
"501",0,1,0,0,0
"502",0,1,0,0,0
"503",0,1,0,0,0
"504",0,1,0,0,0
"505",0,1,0,0,0
"506",0,1,0,0,0
"507",0,1,0,0,0
"508",0,1,0,0,0
"509",0,1,0,0,0
"510",0,1,0,0,0
"511",0,1,0,0,0
"512",0,1,0,0,0
"513",0,1,0,0,0
"514",0,1,0,0,0
"515",0,1,0,0,0
"516",0,1,0,0,0
"517",0,1,0,0,0
"518",0,1,0,0,0
"519",0,1,0,0,0
"520",0,1,0,0,0
"521",0,1,0,0,0
"522",0,1,0,0,0
"523",0,1,0,0,0
"524",0,1,0,0,0
"525",0,1,0,0,0
"526",0,1,0,0,0
"527",0,1,0,0,0
"528",0,1,0,0,0
"529",0,1,0,0,0
"530",0,1,0,0,0
"531",0,1,0,0,0
"532",0,1,0,0,0
"533",0,1,0,0,0
"534",0,1,0,0,0
"535",0,1,0,0,0
"536",0,1,0,0,0
"537",0,1,0,0,0
"538",0,1,0,0,0
"539",0,1,0,0,0
"540",0,1,0,0,0
"541",0,1,0,0,0
"542",0,1,0,0,0
"543",0,1,0,0,0
"544",0,1,0,0,0
"545",0,1,0,0,0
"546",0,1,0,0,0
"547",0,1,0,0,0
"548",0,1,0,0,0
"549",0,1,0,0,0
"550",0,1,0,0,0
"551",0,1,0,0,0
"552",0,1,0,0,0
"553",0,1,0,0,0
"554",0,1,0,0,0
"555",0,1,0,0,0
"556",0,1,0,0,0
"557",0,1,0,0,0
"558",0,1,0,0,0
"559",0,1,0,0,0
"560",0,1,0,0,0
"561",0,1,0,0,0
"562",0,1,0,0,0
"563",0,1,0,0,0
"564",0,1,0,0,0
"565",0,1,0,0,0
"566",0,1,0,0,0
"567",0,1,0,0,0
"568",0,1,0,0,0
"569",0,1,0,0,0
"570",0,1,0,0,0
"571",0,1,0,0,0
"572",0,1,0,0,0
"573",0,1,0,0,0
"574",0,1,0,0,0
"575",0,1,0,0,0
"576",0,1,0,0,0
"577",0,1,0,0,0
"578",0,1,0,0,0
"579",0,1,0,0,0
"580",0,1,0,0,0
"581",0,1,0,0,0
"582",0,1,0,0,0
"583",0,1,0,0,0
"584",0,1,0,0,0
"585",0,1,0,0,0
"586",0,1,0,0,0
"587",0,1,0,0,0
"588",0,1,0,0,0
"589",0,1,0,0,0
"590",0,1,0,0,0
"591",0,1,0,0,0
"592",0,1,0,0,0
"593",0,1,0,0,0
"594",0,1,0,0,0
"595",0,1,0,0,0
"596",0,1,0,0,0
"597",0,1,0,0,0
"598",0,1,0,0,0
"599",0,1,0,0,0
"600",0,1,0,0,0
"601",0,1,0,0,0
"602",0,1,0,0,0
"603",0,1,0,0,0
"604",0,1,0,0,0
"605",0,1,0,0,0
"606",0,1,0,0,0
"607",0,1,0,0,0
"608",0,1,0,0,0
"609",0,1,0,0,0
"610",0,1,0,0,0
"611",0,1,0,0,0
"612",0,1,0,0,0
"613",0,1,0,0,0
"614",0,1,0,0,0
"615",0,1,0,0,0
"616",0,1,0,0,0
"617",0,1,0,0,0
"618",0,1,0,0,0
"619",0,1,0,0,0
"620",0,1,0,0,0
"621",0,1,0,0,0
"622",0,1,0,0,0
"623",0,1,0,0,0
"624",0,1,0,0,0
"625",0,1,0,0,0
"626",0,1,0,0,0
"627",0,1,0,0,0
"628",0,1,0,0,0
"629",0,1,0,0,0
"630",0,1,0,0,0
"631",0,1,0,0,0
"632",0,1,0,0,0
"633",0,1,0,0,0
"634",0,1,0,0,0
"635",0,1,0,0,0
"636",0,1,0,0,0
"637",0,1,0,0,0
"638",0,1,0,0,0
"639",0,1,0,0,0
"640",0,1,0,0,0
"641",0,1,0,0,0
"642",0,1,0,0,0
"643",0,1,0,0,0
"644",0,1,0,0,0
"645",0,1,0,0,0
"646",0,1,0,0,0
"647",0,1,0,0,0
"648",0,1,0,0,0
"649",0,1,0,0,0
"650",0,1,0,0,0
"651",0,1,0,0,0
"652",0,1,0,0,0
"653",0,1,0,0,0
"654",0,1,0,0,0
"655",0,1,0,0,0
"656",0,1,0,0,0
"657",0,1,0,0,0
"658",0,1,0,0,0
"659",0,1,0,0,0
"660",0,1,0,0,0
"661",0,1,0,0,0
"662",0,1,0,0,0
"663",0,1,0,0,0
"664",0,1,0,0,0
"665",0,1,0,0,0
"666",0,1,0,0,0
"667",0,1,0,0,0
"668",0,1,0,0,0
"669",0,1,0,0,0
"670",0,1,0,0,0
"671",0,1,0,0,0
"672",0,1,0,0,0
"673",0,1,0,0,0
"674",0,1,0,0,0
"675",0,1,0,0,0
"676",0,1,0,0,0
"677",0,1,0,0,0
"678",0,1,0,0,0
"679",0,1,0,0,0
"680",0,1,0,0,0
"681",0,1,0,0,0
"682",0,1,0,0,0
"683",0,1,0,0,0
"684",0,1,0,0,0
"685",0,1,0,0,0
"686",0,1,0,0,0
"687",0,1,0,0,0
"688",0,1,0,0,0
"689",0,1,0,0,0
"690",0,1,0,0,0
"691",0,1,0,0,0
"692",0,1,0,0,0
"693",0,1,0,0,0
"694",0,1,0,0,0
"695",0,1,0,0,0
"696",0,1,0,0,0
"697",0,1,0,0,0
"698",0,1,0,0,0
"699",0,1,0,0,0
"700",0,1,0,0,0
"701",0,1,0,0,0
"702",0,1,0,0,0
"703",0,1,0,0,0
"704",0,1,0,0,0
"705",0,1,0,0,0
"706",0,1,0,0,0
"707",0,1,0,0,0
"708",0,1,0,0,0
"709",0,1,0,0,0
"710",0,1,0,0,0
"711",0,1,0,0,0
"712",0,1,0,0,0
"713",0,1,0,0,0
"714",0,1,0,0,0
"715",0,1,0,0,0
"716",0,1,0,0,0
"717",0,1,0,0,0
"718",0,1,0,0,0
"719",0,1,0,0,0
"720",0,1,0,0,0
"721",0,1,0,0,0
"722",0,1,0,0,0
"723",0,1,0,0,0
"724",0,1,0,0,0
"725",0,1,0,0,0
"726",0,1,0,0,0
"727",0,1,0,0,0
"728",0,1,0,0,0
"729",0,1,0,0,0
"730",0,1,0,0,0
"731",0,1,0,0,0
"732",0,1,0,0,0
"733",0,1,0,0,0
"734",0,1,0,0,0
"735",0,1,0,0,0
"736",0,1,0,0,0
"737",0,1,0,0,0
"738",0,1,0,0,0
"739",0,1,0,0,0
"740",0,1,0,0,0
"741",0,1,0,0,0
"742",0,1,0,0,0
"743",0,1,0,0,0
"744",0,1,0,0,0
"745",0,1,0,0,0
"746",0,1,0,0,0
"747",0,1,0,0,0
"748",0,1,0,0,0
"749",0,1,0,0,0
"750",0,1,0,0,0
"751",0,1,0,0,0
"752",0,1,0,0,0
"753",0,1,0,0,0
"754",0,1,0,0,0
"755",0,1,0,0,0
"756",0,1,0,0,0
"757",0,1,0,0,0
"758",0,1,0,0,0
"759",0,1,0,0,0
"760",0,1,0,0,0
"761",0,1,0,0,0
"762",0,1,0,0,0
"763",0,1,0,0,0
"764",0,1,0,0,0
"765",0,1,0,0,0
"766",0,1,0,0,0
"767",0,1,0,0,0
"768",0,1,0,0,0
"769",0,1,0,0,0
"770",0,1,0,0,0
"771",0,1,0,0,0
"772",0,1,0,0,0
"773",0,1,0,0,0
"774",0,1,0,0,0
"775",0,1,0,0,0
"776",0,1,0,0,0
"777",0,1,0,0,0
"778",0,1,0,0,0
"779",0,1,0,0,0
"780",0,1,0,0,0
"781",0,1,0,0,0
"782",0,1,0,0,0
"783",0,1,0,0,0
"784",0,1,0,0,0
"785",0,1,0,0,0
"786",0,1,0,0,0
"787",0,1,0,0,0
"788",0,1,0,0,0
"789",0,1,0,0,0
"790",0,1,0,0,0
"791",0,1,0,0,0
"792",0,1,0,0,0
"793",0,1,0,0,0
"794",0,1,0,0,0
"795",0,1,0,0,0
"796",0,1,0,0,0
"797",0,1,0,0,0
"798",0,1,0,0,0
"799",0,1,0,0,0
"800",0,1,0,0,0
"801",0,1,0,0,0
"802",0,1,0,0,0
"803",0,1,0,0,0
"804",0,1,0,0,0
"805",0,1,0,0,0
"806",0,1,0,0,0
"807",0,1,0,0,0
"808",0,1,0,0,0
"809",0,1,0,0,0
"810",0,1,0,0,0
"811",0,1,0,0,0
"812",0,1,0,0,0
"813",0,1,0,0,0
"814",0,1,0,0,0
"815",0,1,0,0,0
"816",0,1,0,0,0
"817",0,1,0,0,0
"818",0,1,0,0,0
"819",0,1,0,0,0
"820",0,1,0,0,0
"821",0,1,0,0,0
"822",0,1,0,0,0
"823",0,1,0,0,0
"824",0,1,0,0,0
"825",0,1,0,0,0
"826",0,1,0,0,0
"827",0,1,0,0,0
"828",0,1,0,0,0
"829",0,1,0,0,0
"830",0,1,0,0,0
"831",0,1,0,0,0
"832",0,1,0,0,0
"833",0,1,0,0,0
"834",0,1,0,0,0
"835",0,1,0,0,0
"836",0,1,0,0,0
"837",0,1,0,0,0
"838",0,1,0,0,0
"839",0,1,0,0,0
"840",0,1,0,0,0
"841",0,1,0,0,0
"842",0,1,0,0,0
"843",0,1,0,0,0
"844",0,1,0,0,0
"845",0,1,0,0,0
"846",0,1,0,0,0
"847",0,1,0,0,0
"848",0,1,0,0,0
"849",0,1,0,0,0
"850",0,1,0,0,0
"851",0,1,0,0,0
"852",0,1,0,0,0
"853",0,1,0,0,0
"854",0,1,0,0,0
"855",0,1,0,0,0
"856",0,1,0,0,0
"857",0,1,0,0,0
"858",0,1,0,0,0
"859",0,1,0,0,0
"860",0,1,0,0,0
"861",0,1,0,0,0
"862",0,1,0,0,0
"863",0,1,0,0,0
"864",0,1,0,0,0
"865",0,1,0,0,0
"866",0,1,0,0,0
"867",0,1,0,0,0
